INDEX,TARGET_FLAG,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
185,0,0,55.0,0,14.0,55409.0,No,162237.0,Yes,M,Bachelors,z_Blue Collar,45,Commercial,27890.0,4,Panel Truck,no,0.0,0,No,0,14.0,z_Highly Rural/ Rural
187,0,0,40.0,4,15.0,48067.0,Yes,186025.0,z_No,z_F,Bachelors,Clerical,21,Private,18120.0,8,Minivan,no,0.0,0,No,0,8.0,Highly Urban/ Urban
188,0,0,45.0,2,12.0,64867.0,No,210631.0,Yes,z_F,Masters,Lawyer,21,Private,12490.0,1,z_SUV,no,0.0,0,No,0,10.0,Highly Urban/ Urban
189,0,0,80.0,2,23.0,97716.0,No,389344.0,Yes,M,Bachelors,Professional,14,Private,15920.0,13,Minivan,yes,0.0,0,No,2,10.0,Highly Urban/ Urban
190,0,0,48.0,0,10.0,39613.0,No,159534.0,Yes,M,z_High School,z_Blue Collar,48,Commercial,8460.0,10,Pickup,yes,7437.0,2,No,6,1.0,Highly Urban/ Urban
191,0,0,37.0,0,11.0,61898.0946086055,No,154867.2897232688,z_No,M,z_High School,Student,69,Private,14130.0,1,Minivan,yes,0.0,0,No,1,8.32832309502026,z_Highly Rural/ Rural
192,0,0,40.0,0,11.0,49780.0,No,0.0,z_No,z_F,<High School,Clerical,52,Private,10500.0,6,Sports Car,no,0.0,0,No,0,1.0,z_Highly Rural/ Rural
194,0,0,45.0,0,11.0,60845.0,No,0.0,z_No,z_F,Bachelors,Manager,31,Private,24260.0,4,Minivan,no,0.0,0,No,0,18.0,Highly Urban/ Urban
196,1,0,42.0,0,12.0,136344.0,No,0.0,z_No,z_F,PhD,Doctor,45,Private,13160.0,1,Sports Car,no,0.0,0,No,0,17.0,Highly Urban/ Urban
197,0,0,36.0,0,7.0,70313.0,No,211506.0,Yes,z_F,Bachelors,Professional,55,Private,14960.0,6,Minivan,no,7650.0,3,No,5,4.0,Highly Urban/ Urban
198,0,0,45.0,3,15.0,23773.0,Yes,0.0,z_No,z_F,z_High School,Home Maker,9,Commercial,34510.0,7,Van,no,0.0,0,No,0,1.0,z_Highly Rural/ Rural
199,0,0,52.0,0,11.0,115713.0,No,327167.0,z_No,z_F,Bachelors,Professional,28,Private,21660.0,6,Sports Car,no,0.0,0,No,0,11.0,z_Highly Rural/ Rural
200,0,0,41.0,0,8.0,55364.0,No,0.0,z_No,M,z_High School,Clerical,17,Commercial,31390.0,1,Panel Truck,yes,0.0,0,No,3,1.0,z_Highly Rural/ Rural
201,0,0,36.0,0,14.0,27693.0,No,130324.0,Yes,z_F,<High School,Clerical,37,Private,11300.0,10,Sports Car,no,19385.0,1,No,4,7.0,Highly Urban/ Urban
202,0,0,56.0,0,0.0,0.0,No,103058.0,Yes,z_F,Bachelors,Home Maker,29,Private,27890.0,13,z_SUV,no,25147.0,2,No,0,9.0,Highly Urban/ Urban
203,0,1,53.0,1,0.0,0.0,No,0.0,Yes,z_F,<High School,Student,34,Private,1500.0,10,Sports Car,no,1175.0,3,No,2,7.0,z_Highly Rural/ Rural
204,1,0,39.0,0,12.0,32936.0,No,169721.0,z_No,z_F,z_High School,Clerical,12,Private,1500.0,6,z_SUV,no,0.0,0,No,0,7.0,Highly Urban/ Urban
205,0,0,38.0,0,11.0,33151.0,No,184852.0,Yes,z_F,Bachelors,Professional,31,Private,11530.0,13,z_SUV,no,0.0,0,No,0,9.0,z_Highly Rural/ Rural
206,1,1,45.0,3,0.0,0.0,Yes,0.0,z_No,M,z_High School,Home Maker,36,Private,16510.0,4,Minivan,no,17445.0,3,Yes,0,1.0,Highly Urban/ Urban
207,0,0,46.0,0,14.0,24575.0,No,176282.0,Yes,z_F,z_High School,Home Maker,73,Private,8560.0,10,Sports Car,no,0.0,0,No,0,9.0,z_Highly Rural/ Rural
208,0,0,43.0,2,16.0,32546.0,No,200891.0,Yes,M,<High School,Clerical,49,Private,5800.0,10,Minivan,yes,0.0,0,No,1,5.0,Highly Urban/ Urban
209,0,1,54.0,1,0.0,0.0,Yes,0.0,z_No,z_F,Bachelors,Home Maker,21,Private,18820.0,6,z_SUV,no,5537.0,1,No,6,9.0,Highly Urban/ Urban
210,0,0,55.0,0,16.0,163158.0,No,431809.0,Yes,M,Masters,z_Blue Collar,44,Commercial,23320.0,10,Panel Truck,no,0.0,0,No,3,19.0,Highly Urban/ Urban
211,0,0,61.0,0,10.0,58212.0,No,226638.0,Yes,z_F,<High School,z_Blue Collar,37,Private,13420.0,1,Sports Car,no,3573.0,3,No,3,1.0,z_Highly Rural/ Rural
214,1,0,53.0,0,15.0,84345.0,No,264549.0,Yes,z_F,Bachelors,Manager,36,Private,9930.0,4,z_SUV,no,0.0,0,No,3,5.0,Highly Urban/ Urban
215,0,0,52.0,0,12.0,24590.0,No,166773.0,Yes,M,z_High School,z_Blue Collar,59,Commercial,10350.0,14,Minivan,yes,1507.0,1,No,0,8.32832309502026,Highly Urban/ Urban
216,0,0,54.0,0,15.0,107808.0,No,278940.0,Yes,z_F,Bachelors,Manager,45,Commercial,27020.0,7,Pickup,no,1780.0,3,No,0,6.0,Highly Urban/ Urban
218,0,0,51.0,0,15.0,76443.0,No,257889.0,Yes,z_F,Masters,Lawyer,7,Private,25450.0,6,z_SUV,no,5958.0,2,No,5,8.32832309502026,Highly Urban/ Urban
219,0,0,39.0,2,12.0,59685.0,No,197089.0,Yes,M,z_High School,z_Blue Collar,42,Commercial,7470.0,7,Pickup,no,0.0,0,No,0,1.0,z_Highly Rural/ Rural
220,0,0,38.0,0,12.0,90647.0,No,251629.0,Yes,z_F,Masters,Lawyer,38,Private,13740.0,4,Minivan,no,8450.0,1,No,0,15.0,z_Highly Rural/ Rural
221,1,0,42.0,0,10.0,43174.0,No,208811.0,z_No,M,<High School,z_Blue Collar,48,Commercial,10020.0,13,Pickup,yes,0.0,0,No,0,1.0,Highly Urban/ Urban
222,1,0,31.0,2,14.0,30653.0,Yes,0.0,z_No,z_F,z_High School,Clerical,41,Private,12930.0,13,Sports Car,no,35666.0,2,Yes,0,7.0,Highly Urban/ Urban
224,0,0,41.0,2,0.0,0.0,Yes,54130.0,z_No,z_F,Masters,Home Maker,18,Private,32090.0,6,Minivan,no,0.0,0,No,0,17.0,z_Highly Rural/ Rural
225,1,3,36.0,4,0.0,61898.0946086055,No,0.0,Yes,z_F,z_High School,Student,54,Private,1500.0,4,z_SUV,no,0.0,0,No,5,10.0,Highly Urban/ Urban
227,0,0,49.0,0,13.0,59148.0,No,162428.0,Yes,z_F,z_High School,Professional,18,Private,12310.0,1,z_SUV,no,8948.0,1,No,0,1.0,Highly Urban/ Urban
229,0,0,47.0,0,10.0,81899.0,No,232928.0,z_No,M,z_High School,Professional,25,Private,14390.0,1,Minivan,yes,0.0,0,No,0,1.0,Highly Urban/ Urban
231,0,0,45.0,3,10.499286363046581,1158.0,No,0.0,Yes,z_F,z_High School,Student,10,Commercial,6120.0,10,z_SUV,no,0.0,0,No,0,1.0,z_Highly Rural/ Rural
232,0,0,53.0,0,15.0,114088.0,No,306745.0,Yes,z_F,z_High School,Manager,25,Private,22920.0,10,Pickup,no,0.0,0,No,0,8.0,Highly Urban/ Urban
233,0,0,51.0,0,13.0,80621.0,No,256152.0,Yes,z_F,z_High School,Professional,27,Private,25700.0,1,Van,no,0.0,0,No,0,1.0,Highly Urban/ Urban
234,0,0,51.0,1,12.0,94328.0,No,327651.0,Yes,z_F,Masters,Lawyer,44,Private,6900.0,3,Sports Car,no,0.0,0,No,0,1.0,Highly Urban/ Urban
235,1,0,36.0,3,11.0,49703.0,Yes,253132.0,z_No,M,Masters,z_Blue Collar,37,Commercial,42550.0,1,Panel Truck,yes,35879.0,1,Yes,0,20.0,Highly Urban/ Urban
236,0,0,43.0,0,12.0,61898.0946086055,No,179229.0,z_No,z_F,Bachelors,Manager,55,Private,8160.0,1,z_SUV,no,6836.0,3,No,0,6.0,Highly Urban/ Urban
237,0,0,43.0,0,11.0,61898.0946086055,No,209570.0,Yes,z_F,z_High School,z_Blue Collar,32,Commercial,13160.0,13,Minivan,no,8569.0,3,Yes,3,1.0,Highly Urban/ Urban
238,1,0,53.0,0,13.0,25289.0,No,108139.0,Yes,z_F,<High School,Home Maker,31,Private,13850.0,1,z_SUV,no,0.0,0,No,0,7.0,Highly Urban/ Urban
239,0,0,40.0,0,7.0,95405.0,No,0.0,z_No,M,Masters,z_Blue Collar,34,Commercial,24220.0,4,Panel Truck,no,0.0,0,No,3,14.0,Highly Urban/ Urban
240,1,0,31.0,3,14.0,26112.0,No,117229.0,Yes,z_F,<High School,Clerical,58,Private,14030.0,3,z_SUV,no,0.0,0,No,0,5.0,z_Highly Rural/ Rural
242,1,0,58.0,0,12.0,131560.0,No,154867.2897232688,z_No,z_F,PhD,Doctor,40,Private,14870.0,1,z_SUV,no,0.0,0,No,2,14.0,Highly Urban/ Urban
244,0,0,50.0,0,14.0,90566.0,No,295771.0,z_No,z_F,Masters,Lawyer,40,Private,23260.0,17,Van,no,0.0,0,No,0,18.0,Highly Urban/ Urban
245,0,0,45.0,2,12.0,62447.0,Yes,203472.0,z_No,M,z_High School,z_Blue Collar,39,Commercial,12240.0,7,Minivan,yes,0.0,0,No,0,1.0,Highly Urban/ Urban
246,0,0,46.0,0,5.0,108701.0,No,337340.0,Yes,z_F,Masters,Manager,39,Private,12070.0,3,z_SUV,no,0.0,0,No,0,17.0,Highly Urban/ Urban
247,0,0,47.0,0,12.0,94774.0,No,254197.0,z_No,M,z_High School,Manager,43,Commercial,21070.0,1,Van,no,3460.0,1,No,1,13.0,Highly Urban/ Urban
248,0,1,43.0,2,16.0,72357.0,No,288115.0,Yes,M,Bachelors,z_Blue Collar,40,Commercial,23190.0,1,Minivan,yes,0.0,0,No,0,7.0,Highly Urban/ Urban
250,0,0,48.0,0,11.0,140112.0,No,336063.0,z_No,z_F,PhD,z_Blue Collar,47,Commercial,28380.0,10,Pickup,no,0.0,0,No,2,17.0,Highly Urban/ Urban
251,0,0,39.0,0,11.0,19016.0,No,173712.0,z_No,M,z_High School,Professional,22,Commercial,10950.0,13,Pickup,yes,0.0,0,No,0,8.0,z_Highly Rural/ Rural
252,0,0,49.0,0,0.0,0.0,No,0.0,z_No,z_F,z_High School,Home Maker,55,Private,19810.0,7,Minivan,no,0.0,0,No,1,1.0,z_Highly Rural/ Rural
253,0,0,45.0,0,10.499286363046581,19909.0,No,130331.0,Yes,z_F,<High School,Clerical,14,Private,7990.0,1,Sports Car,no,0.0,0,No,0,1.0,Highly Urban/ Urban
254,0,0,36.0,0,10.499286363046581,4885.0,No,99107.0,Yes,z_F,Masters,Lawyer,35,Private,7080.0,6,z_SUV,no,5486.0,1,No,5,17.0,Highly Urban/ Urban
255,1,1,59.0,1,12.0,119382.0,Yes,0.0,z_No,z_F,Masters,Manager,26,Commercial,24130.0,13,Pickup,no,0.0,0,No,0,16.0,Highly Urban/ Urban
256,0,0,60.0,0,13.0,89511.0,No,224350.0,Yes,M,Masters,z_Blue Collar,5,Commercial,11380.0,4,Pickup,yes,4470.0,3,No,0,15.0,Highly Urban/ Urban
257,0,0,49.0,0,15.0,107375.0,No,332673.0,Yes,z_F,Bachelors,Professional,12,Private,19840.0,3,z_SUV,no,0.0,0,No,0,8.32832309502026,Highly Urban/ Urban
258,0,0,45.0,2,13.0,36947.0,No,165094.0,Yes,z_F,z_High School,Clerical,32,Private,6200.0,6,z_SUV,no,0.0,0,No,0,1.0,Highly Urban/ Urban
259,0,0,34.0,2,13.0,27581.0,Yes,0.0,z_No,M,<High School,z_Blue Collar,38,Commercial,12250.0,4,Minivan,yes,0.0,0,No,6,5.0,z_Highly Rural/ Rural
260,1,0,57.0,0,14.0,8212.0,No,0.0,Yes,M,<High School,Student,5,Private,7200.0,4,Pickup,yes,0.0,0,No,0,8.32832309502026,Highly Urban/ Urban
261,0,0,33.0,1,11.0,86187.0,Yes,241285.0,z_No,M,Bachelors,Professional,81,Private,13420.0,17,Minivan,no,0.0,0,No,1,5.0,z_Highly Rural/ Rural
262,0,0,52.0,0,12.0,42255.0,No,0.0,z_No,M,z_High School,z_Blue Collar,61,Commercial,22280.0,3,Minivan,no,0.0,0,No,1,12.0,Highly Urban/ Urban
263,0,0,53.0,0,13.0,37646.0,No,154867.2897232688,Yes,z_F,z_High School,Clerical,19,Private,16020.0,4,z_SUV,no,7462.0,2,No,0,10.0,Highly Urban/ Urban
264,0,0,57.0,0,8.0,61898.0946086055,No,261901.0,Yes,z_F,Bachelors,z_Blue Collar,41,Commercial,32530.0,1,Minivan,no,0.0,0,No,2,9.0,Highly Urban/ Urban
265,0,0,37.0,0,11.0,116043.0,No,0.0,z_No,z_F,Bachelors,Home Maker,40,Private,16800.0,17,z_SUV,no,0.0,0,No,3,9.0,Highly Urban/ Urban
266,0,0,45.0,2,10.499286363046581,89479.0,No,239934.0,Yes,M,Bachelors,Manager,30,Private,14950.0,10,Minivan,yes,0.0,0,No,0,8.0,Highly Urban/ Urban
267,0,0,38.0,0,8.0,92917.0,No,0.0,z_No,M,Bachelors,Professional,57,Private,15120.0,1,Minivan,yes,722.0,3,No,0,4.0,z_Highly Rural/ Rural
268,0,0,36.0,3,7.0,29741.0,Yes,0.0,z_No,z_F,<High School,Clerical,32,Private,8070.0,6,z_SUV,no,2797.0,2,No,0,7.0,Highly Urban/ Urban
269,0,0,51.0,0,12.0,3673.0,No,120377.0,Yes,M,z_High School,Student,5,Commercial,11180.0,10,Pickup,no,0.0,0,No,0,1.0,z_Highly Rural/ Rural
270,1,1,39.0,2,15.0,61370.0,Yes,0.0,z_No,M,Masters,Manager,6,Commercial,21770.0,6,Van,yes,35577.0,3,Yes,0,12.0,Highly Urban/ Urban
271,0,0,51.0,0,13.0,32159.0,No,195096.0,z_No,z_F,<High School,z_Blue Collar,46,Private,2600.0,6,z_SUV,no,0.0,0,Yes,2,6.0,z_Highly Rural/ Rural
272,0,2,40.0,3,14.0,20126.0,Yes,138444.0,z_No,z_F,<High School,z_Blue Collar,5,Private,8260.0,6,z_SUV,no,0.0,0,No,0,1.0,Highly Urban/ Urban
273,1,0,54.0,0,11.0,44782.0,No,148676.0,z_No,z_F,<High School,Clerical,83,Private,30260.0,3,z_SUV,no,0.0,0,No,0,9.0,Highly Urban/ Urban
274,0,0,34.0,4,14.0,59828.0,Yes,0.0,z_No,z_F,Bachelors,z_Blue Collar,56,Commercial,10880.0,10,z_SUV,no,0.0,0,No,0,13.0,Highly Urban/ Urban
275,0,1,41.0,2,14.0,74022.0,No,247884.0,Yes,z_F,Masters,Manager,51,Private,13000.0,10,Sports Car,no,4418.0,1,No,0,12.0,Highly Urban/ Urban
276,0,0,36.0,0,11.0,80256.0,No,235169.0,Yes,M,Bachelors,z_Blue Collar,9,Commercial,14860.0,4,Minivan,yes,2592.0,4,No,1,15.0,Highly Urban/ Urban
277,0,0,55.0,0,14.0,6094.0,No,0.0,Yes,M,z_High School,Student,28,Commercial,22770.0,4,Panel Truck,yes,2631.0,1,No,1,1.0,Highly Urban/ Urban
278,0,1,45.0,2,0.0,0.0,No,69743.0,Yes,z_F,Masters,Home Maker,27,Private,14300.0,1,Minivan,no,9062.0,1,No,1,11.0,Highly Urban/ Urban
279,1,2,45.0,2,12.0,30085.0,No,128194.0,Yes,M,<High School,Clerical,44,Commercial,7200.0,4,Pickup,no,0.0,0,Yes,3,8.0,Highly Urban/ Urban
280,0,0,50.0,0,11.0,80241.0,No,0.0,z_No,z_F,Masters,Lawyer,17,Private,14520.0,4,Pickup,no,7628.0,2,No,7,11.0,Highly Urban/ Urban
282,0,0,55.0,0,12.0,55673.0,No,245678.0,Yes,z_F,Bachelors,z_Blue Collar,43,Commercial,27400.0,14,Van,no,0.0,0,No,0,13.0,Highly Urban/ Urban
283,1,0,44.0,0,8.0,32317.0,No,0.0,z_No,M,z_High School,Clerical,68,Private,22450.0,7,Minivan,yes,3738.0,1,No,8,1.0,Highly Urban/ Urban
284,0,0,50.0,0,9.0,58762.0,No,0.0,z_No,M,Masters,Lawyer,13,Private,13320.0,6,Minivan,yes,5253.0,3,No,0,8.0,Highly Urban/ Urban
285,0,0,60.0,0,15.0,76899.0,No,270631.0,Yes,M,PhD,Doctor,34,Private,7900.0,4,Sports Car,yes,45574.0,3,Yes,0,14.0,Highly Urban/ Urban
286,0,0,40.0,0,12.0,48640.0,No,0.0,z_No,M,z_High School,z_Blue Collar,19,Commercial,10360.0,1,Pickup,no,0.0,0,No,0,4.0,z_Highly Rural/ Rural
287,0,0,57.0,0,6.0,78592.0,No,248326.0,Yes,z_F,z_High School,z_Blue Collar,42,Commercial,15760.0,7,Sports Car,no,9462.0,3,No,0,8.0,Highly Urban/ Urban
289,1,0,47.0,0,10.499286363046581,21282.0,No,0.0,Yes,M,z_High School,Student,40,Commercial,18150.0,1,Van,no,6544.0,1,No,3,8.32832309502026,Highly Urban/ Urban
290,1,0,64.0,0,13.0,61521.0,No,248878.0,Yes,z_F,Masters,Lawyer,41,Private,7650.0,1,Sports Car,no,0.0,0,No,8,9.0,Highly Urban/ Urban
291,1,0,34.0,1,9.0,105554.0,Yes,229868.0,z_No,M,Masters,Lawyer,75,Private,5300.0,4,Minivan,no,7504.0,2,No,2,20.0,Highly Urban/ Urban
292,0,0,52.0,0,6.0,147666.0,No,405910.0,Yes,z_F,Masters,Lawyer,43,Private,6700.0,11,z_SUV,no,0.0,0,No,0,17.0,z_Highly Rural/ Rural
293,1,1,42.0,1,3.0,69290.0,Yes,0.0,z_No,M,Masters,z_Blue Collar,30,Commercial,23900.0,4,Panel Truck,yes,1052.0,2,No,1,11.0,Highly Urban/ Urban
296,1,0,44.79031269160024,2,8.0,2954.0,Yes,0.0,z_No,z_F,<High School,Clerical,21,Private,3100.0,9,Sports Car,yes,10099.0,2,No,4,5.0,Highly Urban/ Urban
297,0,0,54.0,0,11.0,105762.0,No,0.0,z_No,M,Masters,Lawyer,5,Private,17480.0,6,Minivan,yes,0.0,0,Yes,2,18.0,Highly Urban/ Urban
298,0,0,42.0,2,11.0,79185.0,No,243880.0,Yes,z_F,Bachelors,Professional,28,Private,13020.0,3,z_SUV,no,6689.0,1,No,5,1.0,Highly Urban/ Urban
299,0,0,56.0,0,13.0,111702.0,No,154867.2897232688,z_No,z_F,PhD,Manager,18,Private,18270.0,6,z_SUV,no,0.0,0,No,0,17.0,Highly Urban/ Urban
301,0,0,59.0,0,12.0,5005.0,No,158960.0,z_No,z_F,z_High School,Student,30,Private,7500.0,1,z_SUV,no,0.0,0,Yes,0,8.32832309502026,Highly Urban/ Urban
304,0,0,35.0,0,11.0,13760.0,No,0.0,z_No,z_F,z_High School,Student,27,Commercial,7700.0,6,z_SUV,no,10177.0,2,No,3,1.0,Highly Urban/ Urban
305,1,0,54.0,0,13.0,88668.0,No,316419.0,Yes,z_F,PhD,Lawyer,63,Private,20090.0,4,Minivan,no,10520.0,2,No,1,14.0,Highly Urban/ Urban
306,1,0,50.0,0,13.0,2657.0,No,109134.0,Yes,z_F,Masters,Home Maker,63,Private,10480.0,13,Sports Car,no,20452.0,2,Yes,2,11.0,Highly Urban/ Urban
307,0,0,29.0,1,11.0,51122.0,No,201650.0,Yes,z_F,Bachelors,z_Blue Collar,40,Commercial,10470.0,1,z_SUV,no,19030.0,3,Yes,9,9.0,Highly Urban/ Urban
309,1,0,57.0,0,12.0,61898.0946086055,No,0.0,z_No,z_F,z_High School,Clerical,19,Private,11650.0,4,z_SUV,no,10231.0,1,No,0,1.0,Highly Urban/ Urban
310,0,0,43.0,0,10.0,97953.0,No,0.0,z_No,M,Bachelors,z_Blue Collar,43,Commercial,27180.0,1,Panel Truck,no,4784.0,2,No,4,8.32832309502026,Highly Urban/ Urban
311,0,0,44.0,0,0.0,0.0,No,104490.0,Yes,z_F,Bachelors,Home Maker,28,Private,14190.0,4,Sports Car,no,35430.0,2,Yes,2,8.0,Highly Urban/ Urban
312,0,1,38.0,2,14.0,83937.0,No,234151.0,Yes,z_F,Bachelors,z_Blue Collar,28,Commercial,13800.0,3,z_SUV,no,10851.0,2,No,0,10.0,Highly Urban/ Urban
313,0,1,37.0,2,14.0,96188.0,Yes,0.0,z_No,z_F,Bachelors,Professional,49,Private,13340.0,1,z_SUV,no,0.0,0,Yes,1,10.0,Highly Urban/ Urban
314,0,1,55.0,1,14.0,17820.0,No,115540.0,Yes,z_F,Bachelors,Home Maker,32,Private,13340.0,1,z_SUV,no,6913.0,1,No,3,8.0,z_Highly Rural/ Rural
315,0,2,51.0,2,14.0,62894.0,No,228994.0,Yes,z_F,Bachelors,Clerical,84,Private,5990.0,17,Sports Car,no,0.0,0,Yes,0,10.0,z_Highly Rural/ Rural
316,1,1,42.0,2,12.0,68090.0,Yes,169854.0,z_No,z_F,Bachelors,z_Blue Collar,45,Commercial,11750.0,1,Minivan,no,9261.0,1,No,3,12.0,Highly Urban/ Urban
317,1,0,45.0,2,4.0,25032.0,Yes,0.0,z_No,z_F,z_High School,Clerical,34,Commercial,6100.0,1,Pickup,yes,5771.0,1,No,5,1.0,z_Highly Rural/ Rural
318,1,0,54.0,0,12.0,52078.0,No,194227.0,Yes,M,Masters,z_Blue Collar,51,Commercial,23250.0,1,Panel Truck,yes,5039.0,1,No,4,18.0,Highly Urban/ Urban
321,0,0,48.0,0,12.0,22633.0,No,135679.0,Yes,z_F,Bachelors,Manager,30,Private,16730.0,13,z_SUV,no,0.0,0,No,0,9.0,Highly Urban/ Urban
322,0,0,50.0,0,0.0,0.0,No,109511.0,Yes,M,<High School,Student,32,Private,4980.0,6,Minivan,no,0.0,0,No,0,1.0,z_Highly Rural/ Rural
323,1,0,25.0,1,9.0,51544.0,Yes,154867.2897232688,z_No,z_F,z_High School,z_Blue Collar,44,Commercial,20630.0,1,z_SUV,no,7767.0,2,No,8,1.0,Highly Urban/ Urban
325,0,0,35.0,0,9.0,72389.0,No,213173.0,z_No,z_F,PhD,Lawyer,45,Private,13440.0,1,Minivan,no,8185.0,4,No,2,10.0,Highly Urban/ Urban
326,1,0,29.0,1,8.0,73842.0,Yes,0.0,z_No,z_F,z_High School,z_Blue Collar,25,Commercial,22340.0,1,Sports Car,no,4769.0,1,No,4,1.0,Highly Urban/ Urban
327,1,1,45.0,2,0.0,0.0,Yes,0.0,z_No,M,<High School,Student,33,Private,6000.0,1,Pickup,no,41818.0,1,Yes,3,1.0,Highly Urban/ Urban
328,0,0,37.0,0,14.0,61898.0946086055,No,141069.0,z_No,z_F,Bachelors,Professional,34,Private,10370.0,6,z_SUV,no,663.0,2,No,0,9.0,Highly Urban/ Urban
329,0,0,56.0,0,16.0,109521.0,No,321674.0,Yes,M,PhD,z_Blue Collar,30,Commercial,7100.0,7,Pickup,no,0.0,0,No,2,17.0,Highly Urban/ Urban
330,0,0,45.0,3,17.0,71969.0,Yes,212081.0,z_No,z_F,Masters,Lawyer,44,Private,13060.0,6,z_SUV,no,0.0,0,No,0,1.0,Highly Urban/ Urban
332,0,0,48.0,0,10.0,61898.0946086055,No,0.0,z_No,z_F,Bachelors,Professional,43,Private,24150.0,4,Minivan,no,0.0,0,No,1,10.0,z_Highly Rural/ Rural
333,0,0,52.0,0,13.0,37295.0,No,163285.0,z_No,M,<High School,z_Blue Collar,28,Commercial,6700.0,4,Pickup,yes,0.0,0,No,0,1.0,z_Highly Rural/ Rural
334,0,0,40.0,0,7.0,50224.0,No,0.0,z_No,M,z_High School,z_Blue Collar,16,Commercial,13780.0,1,Minivan,yes,1937.0,2,No,6,5.0,Highly Urban/ Urban
335,1,0,41.0,1,13.0,109957.0,No,260749.0,Yes,z_F,Masters,Lawyer,50,Private,29470.0,6,Sports Car,no,0.0,0,No,1,18.0,Highly Urban/ Urban
336,0,0,44.0,2,14.0,44141.0,No,141312.0,Yes,M,PhD,Doctor,11,Private,5900.0,10,Pickup,no,7401.0,1,No,0,0.0,Highly Urban/ Urban
337,0,0,54.0,0,10.499286363046581,30388.0,No,0.0,z_No,M,Masters,Lawyer,24,Private,16580.0,4,Van,no,27130.0,2,No,0,13.0,Highly Urban/ Urban
338,0,0,42.0,0,12.0,85752.0,No,285727.0,Yes,M,Masters,z_Blue Collar,36,Commercial,5700.0,13,Pickup,no,0.0,0,No,2,19.0,Highly Urban/ Urban
339,0,0,50.0,0,11.0,8345.0,No,0.0,Yes,M,<High School,Student,39,Private,15330.0,10,Minivan,yes,0.0,0,No,0,5.0,z_Highly Rural/ Rural
340,1,0,38.0,0,14.0,10486.0,No,66515.0,Yes,M,<High School,Clerical,33,Private,6350.0,1,Minivan,no,5702.0,1,No,4,5.0,Highly Urban/ Urban
341,0,0,36.0,0,12.0,33284.0,No,141018.0,Yes,z_F,z_High School,z_Blue Collar,68,Commercial,14640.0,10,z_SUV,no,0.0,0,No,0,10.0,Highly Urban/ Urban
342,1,0,62.0,0,12.0,33713.0,No,171810.0,Yes,z_F,Bachelors,z_Blue Collar,26,Commercial,23470.0,4,Sports Car,no,41913.0,3,Yes,0,15.0,Highly Urban/ Urban
344,0,0,47.0,0,7.0,144957.0,No,420966.0,z_No,z_F,PhD,Doctor,22,Private,24120.0,3,z_SUV,no,0.0,0,No,4,1.0,Highly Urban/ Urban
345,0,0,46.0,0,8.0,79317.0,No,241733.0,Yes,M,z_High School,Professional,5,Private,6100.0,1,Pickup,yes,4263.0,2,No,7,6.0,Highly Urban/ Urban
346,0,0,42.0,0,9.0,64705.0,No,0.0,z_No,M,Masters,z_Blue Collar,46,Commercial,22560.0,1,Panel Truck,yes,10375.0,4,No,6,19.0,Highly Urban/ Urban
349,0,0,33.0,3,0.0,0.0,No,0.0,Yes,M,<High School,Student,27,Private,10160.0,6,Pickup,yes,8118.0,1,No,3,1.0,Highly Urban/ Urban
351,0,0,43.0,0,11.0,142297.0,No,0.0,z_No,z_F,PhD,Lawyer,6,Private,24360.0,6,Minivan,no,0.0,0,No,0,8.32832309502026,Highly Urban/ Urban
352,1,0,45.0,3,14.0,94325.0,No,301739.0,Yes,M,Masters,Lawyer,55,Private,6960.0,1,z_SUV,no,0.0,0,No,2,14.0,Highly Urban/ Urban
353,0,0,55.0,0,14.0,72337.0,No,210378.0,Yes,M,PhD,Manager,28,Commercial,22980.0,3,Panel Truck,no,0.0,0,No,2,11.0,Highly Urban/ Urban
354,0,0,27.0,2,14.0,1212.0,No,0.0,Yes,M,z_High School,Student,30,Private,4200.0,11,Minivan,yes,0.0,0,No,2,8.32832309502026,Highly Urban/ Urban
355,0,0,41.0,0,13.0,157237.0,No,0.0,z_No,z_F,Masters,Manager,45,Private,17410.0,7,Minivan,no,0.0,0,No,0,15.0,Highly Urban/ Urban
356,0,0,40.0,1,13.0,5322.0,No,57657.0,Yes,z_F,Bachelors,Home Maker,32,Commercial,9960.0,1,Pickup,no,5489.0,1,No,3,1.0,Highly Urban/ Urban
359,0,0,57.0,0,15.0,51737.0,No,167419.0,Yes,z_F,z_High School,z_Blue Collar,56,Private,17440.0,6,z_SUV,no,0.0,0,Yes,1,11.0,z_Highly Rural/ Rural
361,1,0,64.0,0,9.0,38020.0,No,154867.2897232688,Yes,M,z_High School,z_Blue Collar,11,Commercial,28710.0,7,Pickup,yes,0.0,0,No,0,3.0,Highly Urban/ Urban
362,1,0,32.0,2,9.0,60050.0,Yes,212562.0,z_No,z_F,z_High School,Clerical,31,Private,11480.0,1,Minivan,no,17493.0,4,Yes,2,1.0,Highly Urban/ Urban
